ID,DexID,Name,Type1,Type2,Rank,Starter,HP,Height,Weight,Attributes,Abilities,Learnset,Description,Img,Thumb,Exclude
513,#436,Bronzor,Steel,Psychic,Beginner,True,3,0,0,"Strength,1,3,Dexterity,1,3,Vitality,2,5,Special,1,3,Insight,2,5","Levitate,Heatproof,Heavy Metal","Tackle,0,Confusion,0,Hypnosis,1,Imprison,1,Confuse Ray,1,Psywave,2,Iron Defense,2,Feint Attack,2,Safeguard,2,Future Sight,2,Metal Sound,2,Gyro Ball,2,Extrasensory,3,Payback,3,Heal Block,3,Heavy Slam,3,Stealth Rock,4,Ancient Power,4,Signal Beam,4",,436_Bronzor_Dream.png,,False
514,#437,Bronzong,Steel,Psychic,Ace,False,4,0,0,"Strength,2,5,Dexterity,1,3,Vitality,3,6,Special,2,5,Insight,3,6","Levitate,Heatproof,Heavy Metal","Sunny Day,0,Rain Dance,0,Tackle,0,Confusion,0,Hypnosis,1,Imprison,1,Confuse Ray,1,Psywave,2,Iron Defense,2,Feint Attack,2,Safeguard,2,Future Sight,2,Metal Sound,2,Block,2,Gyro Ball,2,Extrasensory,3,Payback,3,Heal Block,3,Heavy Slam,3,Ancient Power,4,Iron Head,4,Skill Swap,4",,437_Bronzong_Dream.png,,False
515,#438,Bonsly,Rock,,Starter,True,3,0,0,"Strength,2,5,Dexterity,1,2,Vitality,3,6,Special,1,2,Insight,2,4","Sturdy,Rock Head,Rattled","Fake Tears,0,Copycat,0,Flail,1,Low Kick,1,Rock Throw,2,Mimic,2,Feint Attack,2,Rock Tomb,2,Tearful Look,2,Block,2,Rock Slide,3,Counter,3,Sucker Punch,3,Double-Edge,3,Sand Tomb,4,Rest,4,Foul Play,4",,438_Bonsly_Dream.png,,False
516,#439,Mime Jr.,Psychic,Fairy,Starter,True,3,0,0,"Strength,1,3,Dexterity,2,4,Vitality,2,4,Special,2,5,Insight,2,5","Soundproof,Filter,Technician","Tickle,0,Barrier,0,Confusion,0,Copycat,1,Meditate,1,Double Slap,1,Mimic,2,Encore,2,Light Screen,2,Reflect,2,Psybeam,2,Substitute,2,Trick,2,Recycle,3,Psychic,3,Role Play,3,Baton Pass,3,Safeguard,3,Teeter Dance,4,Nasty Plot,4,Wake-Up Slap,4",,439_Mime_Jr._Dream.png,,False
517,#440,Happiny,Normal,,Starter,True,4,0,0,"Strength,1,2,Dexterity,1,3,Vitality,1,2,Special,1,2,Insight,1,3","Natural Cure,Serene Grace,Friend Guard","Pound,0,Charm,0,Copycat,1,Refresh,1,Sweet Kiss,2,Helping Hand,4,Present,4,Drain Punch,4",,440_Happiny_Dream.png,,False
518,#441,Chatot,Normal,Flying,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,2,5,Insight,2,4","Keen Eye,Tangled Feet,Big Pecks","Confide,0,Taunt,0,Peck,0,Growl,1,Mirror Move,1,Chatter,2,Hyper Voice,2,Sing,2,Fury Attack,2,Round,2,Mimic,2,Echoed Voice,2,Roost,3,Uproar,3,Synchronoise,3,Feather Dance,3,Agility,4,Boomburst,4,Nasty Plot,4",,441_Chatot_Dream.png,,False
519,#442,Spiritomb,Ghost,Dark,Pro,False,4,0,0,"Strength,2,5,Dexterity,1,3,Vitality,3,6,Special,2,5,Insight,3,6","Pressure,Noctem,Infiltrator","Curse,0,Pursuit,0,Confuse Ray,0,Spite,0,Shadow Sneak,1,Feint Attack,1,Hypnosis,2,Dream Eater,2,Ominous Wind,2,Sucker Punch,2,Nasty Plot,2,Dark Pulse,2,Memento,3,Destiny Bond,4,Telekinesis,4,Imprison,4",,442_Spiritomb_Dream.png,,False
520,#443,Gible,Dragon,Ground,Amateur,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,4,Special,1,3,Insight,2,4","Sand Veil,Rough Skin","Tackle,0,Sand Attack,1,Dragon Rage,1,Sandstorm,2,Take Down,2,Sand Tomb,2,Slash,2,Dragon Claw,2,Dig,2,Dragon Rush,3,Scary Face,4,Draco Meteor,4,Iron Head,4",,443_Gible_Dream.png,,False
521,#444,Gabite,Dragon,Ground,Ace,False,4,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,2,4","Sand Veil,Rough Skin","Tackle,1,Sand Attack,1,Dragon Rage,2,Sandstorm,2,Take Down,2,Sand Tomb,2,Dual Chop,2,Slash,2,Dragon Claw,2,Dig,3,Dragon Rush,3,Scary Face,4,Metal Claw,4,Draco Meteor,4",,444_Gabite_Dream.png,,False
522,#445,Garchomp,Dragon,Ground,Pro,False,6,0,0,"Strength,3,7,Dexterity,3,6,Vitality,3,6,Special,2,5,Insight,2,5","Sand Veil,Rough Skin","Tackle,0,Dragon Rage,1,Sand Attack,1,Sandstorm,2,Fire Fang,2,Take Down,2,Sand Tomb,2,Dual Chop,2,Slash,2,Dragon Claw,2,Dig,2,Crunch,2,Dragon Rush,3,Draco Meteor,4,Aqua Tail,4,Outrage,4",,445_Garchomp_Dream.png,,False
523,#445M,Mega-Garchomp,Dragon,Ground,Master,False,7,0,0,"Strength,4,9,Dexterity,2,5,Vitality,3,6,Special,3,7,Insight,3,6",Sand Force,"Tackle,0,Dragon Rage,1,Sand Attack,1,Sandstorm,2,Fire Fang,2,Take Down,2,Sand Tomb,2,Dual Chop,2,Slash,2,Dragon Claw,2,Dig,2,Crunch,2,Dragon Rush,3,Draco Meteor,4,Aqua Tail,4,Outrage,4",,445M_Garchomp_Mega_Dream.png,,False
524,#446,Munchlax,Normal,,Beginner,True,5,0,0,"Strength,2,5,Dexterity,1,2,Vitality,1,3,Special,1,3,Insight,2,5","Pickup,Thick Fat,Gluttony","Snatch,0,Lick,0,Tackle,0,Odor Sleuth,0,Metronome,1,Defense Curl,1,Amnesia,1,Chip Away,2,Screech,2,Body Slam,2,Stockpile,2,Swallow,2,Rollout,2,Fling,2,Belly Drum,3,Natural Gift,3,Last Resort,3,Charm,4,Belch,4,Zen Headbutt,4",,446_Munchlax_Dream.png,,False
525,#447,Riolu,Fighting,,Amateur,True,3,0,0,"Strength,2,5,Dexterity,2,4,Vitality,1,3,Special,1,3,Insight,1,3","Steadfast,Inner Focus,Prankster","Foresight,0,Quick Attack,0,Endure,0,Counter,1,Feint,1,Force Palm,2,Copycat,2,Screech,2,Reversal,2,Nasty Plot,3,Final Gambit,3,Blaze Kick,4,Agility,4,Aura Sphere,4",,447_Riolu_Dream.png,,False
526,#448,Lucario,Fighting,Steel,Ace,False,4,0,0,"Strength,3,6,Dexterity,2,5,Vitality,2,5,Special,3,6,Insight,2,5","Steadfast,Inner Focus,Justified","Laser Focus,0,Quick Attack,0,Foresight,0,Metal Claw,1,Detect,1,Feint,1,Counter,1,Swords Dance,2,Power-Up Punch,2,Bone Rush,2,Metal Sound,2,Me First,2,Quick Guard,2,Work Up,2,Aura Sphere,2,Calm Mind,2,Heal Pulse,3,Close Combat,3,Dragon Pulse,3,Extreme Speed,4,Iron Defense,4,Vacuum Wave,4",,448_Lucario_Dream.png,,False
527,#448M,Mega-Lucario,Fighting,Steel,Pro,False,5,0,0,"Strength,4,8,Dexterity,3,6,Vitality,2,5,Special,3,7,Insight,2,5",Adaptability,"Laser Focus,0,Quick Attack,0,Foresight,0,Metal Claw,1,Detect,1,Feint,1,Counter,1,Swords Dance,2,Power-Up Punch,2,Bone Rush,2,Metal Sound,2,Me First,2,Quick Guard,2,Work Up,2,Aura Sphere,2,Calm Mind,2,Heal Pulse,3,Close Combat,3,Dragon Pulse,3,Extreme Speed,4,Iron Defense,4,Vacuum Wave,4",,448M_Lucario_Mega_Dream.png,,False
528,#449,Hippopotas,Ground,,Amateur,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,5,Special,1,3,Insight,1,3","Sand Stream,Sand Force","Tackle,0,Sand Attack,0,Bite,1,Yawn,1,Take Down,2,Dig,2,Sand Tomb,2,Crunch,2,Earthquake,3,Double-Edge,3,Fissure,3,Stockpile,4,Slack Off,4,Water Pulse,4",,449_Hippopotas_Dream.png,,False
529,#450,Hippowdon,Ground,,Ace,False,5,0,0,"Strength,3,6,Dexterity,2,4,Vitality,3,6,Special,2,4,Insight,2,5","Sand Stream,Sand Force","Sand Attack,0,Tackle,0,Yawn,1,Bite,1,Ice Fang,2,Fire Fang,2,Thunder Fang,2,Take Down,2,Dig,2,Sand Tomb,2,Crunch,2,Earthquake,3,Double-Edge,3,Fissure,3,Slack Off,4,Iron Head,4,Revenge,4",,450_Hippowdon_Dream.png,,False
530,#451,Skorupi,Poison,Bug,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,5,Special,1,3,Insight,2,4","Battle Armor,Sniper,Keen Eye","Bite,0,Poison Sting,0,Leer,0,Knock Off,1,Pin Missile,1,Acupressure,2,Pursuit,2,Bug Bite,2,Poison Fang,2,Venoshock,2,Hone Claws,2,Toxic Spikes,2,Night Slash,3,Scary Face,3,Crunch,3,Fell Stinger,3,Cross Poison,3,Agility,4,Aqua Tail,4,Poison Tail,4",,451_Skorupi_Dream.png,,False
531,#452,Drapion,Poison,Dark,Ace,False,4,0,0,"Strength,2,5,Dexterity,3,6,Vitality,3,6,Special,2,4,Insight,2,5","Battle Armor,Sniper,Keen Eye","Leer,0,Bite,0,Poison Sting,0,Pin Missile,1,Knock Off,1,Ice Fang,2,Fire Fang,2,Thunder Fang,2,Acupressure,2,Pursuit,2,Bug Bite,2,Poison Fang,2,Venoshock,2,Hone Claws,2,Toxic Spikes,2,Night Slash,3,Scary Face,3,Crunch,3,Fell Stinger,3,Cross Poison,3,Agility,4,Aqua Tail,4,Poison Tail,4",,452_Drapion_Dream.png,,False
532,#453,Croagunk,Poison,Fighting,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,2,4,Insight,1,3","Anticipation,Dry Skin,Poison Touch","Astonish,0,Mud Slap,0,Poison Sting,1,Taunt,1,Pursuit,2,Feint Attack,2,Revenge,2,Swagger,2,Mud Bomb,2,Sucker Punch,2,Venoshock,2,Nasty Plot,2,Poison Jab,3,Sludge Bomb,3,Belch,3,Flatter,3,Fake Out,4,Drain Punch,4,Quick Guard,4",,453_Croagunk_Dream.png,,False
533,#454,Toxicroak,Poison,Fighting,Amateur,False,4,0,0,"Strength,3,6,Dexterity,3,6,Vitality,2,4,Special,3,6,Insight,2,4","Anticipation,Dry Skin,Poison Touch","Astonish,0,Mud Slap,0,Poison Sting,1,Taunt,1,Pursuit,2,Feint Attack,2,Revenge,2,Swagger,2,Mud Bomb,2,Sucker Punch,2,Venoshock,2,Nasty Plot,2,Poison Jab,3,Sludge Bomb,3,Belch,3,Flatter,3,Fake Out,4,Drain Punch,4,Dual Chop,4",,454_Toxicroak_Dream.png,,False
534,#455,Carnivine,Grass,,Amateur,False,4,0,0,"Strength,3,6,Dexterity,2,4,Vitality,2,5,Special,2,5,Insight,2,5",Levitate,"Bind,0,Growth,0,Bite,1,Vine Whip,1,Sweet Scent,2,Ingrain,2,Feint Attack,2,Leaf Tornado,2,Stockpile,2,Spit Up,2,Swallow,2,Crunch,3,Wring Out,3,Power Whip,3,Rage Powder,4,Gastro Acid,4,Seed Bomb,4",,455_Carnivine_Dream.png,,False
535,#456,Finneon,Water,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Swift Swim,Storm Drain,Water Veil","Pound,0,Water Gun,1,Attract,1,Rain Dance,2,Gust,2,Water Pulse,2,Captivate,2,Safeguard,2,Aqua Ring,2,Whirlpool,2,U-Turn,3,Bounce,3,Silver Wind,3,Soak,3,Agility,4,Sweet Kiss,4,Aurora Beam,4",,456_Finneon_Dream.png,,False
536,#457,Lumineon,Water,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,5,Special,2,5,Insight,2,5","Swift Swim,Storm Drain,Water Veil","Pound,0,Water Gun,1,Attract,1,Gust,2,Rain Dance,2,Water Pulse,2,Captivate,2,Safeguard,2,Aqua Ring,2,Whirlpool,2,U-Turn,3,Bounce,3,Silver Wind,3,Soak,3,Agility,4,Brine,4,Aurora Beam,4",,457_Lumineon_Dream.png,,False
537,#458,Mantyke,Water,Flying,Beginner,True,3,0,0,"Strength,1,3,Dexterity,2,4,Vitality,2,4,Special,1,3,Insight,3,6","Swift Swim,Water Absorb,Water Veil","Tackle,0,Bubble,0,Supersonic,1,Bubble Beam,1,Confuse Ray,1,Wing Attack,2,Headbutt,2,Water Pulse,2,Wide Guard,2,Take Down,2,Agility,2,Air Slash,3,Aqua Ring,3,Bounce,3,Hydro Pump,3,Twister,4,Helping Hand,4,Tailwind,4",,458_Mantyke_Dream.png,,False
538,#459,Snover,Grass,Ice,Amateur,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Snow Warning,Soundproof","Powder Snow,0,Leer,0,Razor Leaf,1,Icy Wind,1,Grass Whistle,2,Swagger,2,Mist,2,Ice Shard,2,Ingrain,2,Wood Hammer,3,Blizzard,3,Sheer Cold,3,Growth,4,Seed Bomb,4,Water Pulse,4",,459_Snover_Dream.png,,False
539,#460,Abomasnow,Grass,Ice,Ace,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,5,Special,2,5,Insight,2,5","Snow Warning,Soundproof","Leer,0,Powder Snow,0,Ice Punch,1,Razor Leaf,1,Icy Wind,1,Grass Whistle,2,Swagger,2,Mist,2,Ice Shard,2,Ingrain,2,Wood Hammer,3,Blizzard,3,Sheer Cold,3,Growth,4,Avalanche,4,Outrage,4",,460_Abomasnow_Dream.png,,False
540,#460M,Mega-Abomasnow,Grass,Ice,Pro,False,5,0,0,"Strength,3,7,Dexterity,1,2,Vitality,3,6,Special,3,7,Insight,3,6",Snow Warning,"Leer,0,Powder Snow,0,Ice Punch,1,Razor Leaf,1,Icy Wind,1,Grass Whistle,2,Swagger,2,Mist,2,Ice Shard,2,Ingrain,2,Wood Hammer,3,Blizzard,3,Sheer Cold,3,Growth,4,Avalanche,4,Outrage,4",,460M_Abomasnow_Mega_Dream.png,,False
541,#461,Weavile,Dark,Ice,Amateur,False,4,0,0,"Strength,3,7,Dexterity,3,7,Vitality,2,4,Special,2,4,Insight,2,5","Pressure,Pickpocket","Leer,0,Scratch,0,Taunt,0,Feint Attack,1,Embargo,1,Quick Attack,1,Assurance,2,Revenge,2,Icy Wind,2,Fury Swipes,2,Nasty Plot,2,Metal Claw,2,Hone Claws,2,Fling,2,Screech,2,Night Slash,2,Snatch,3,Punishment,3,Dark Pulse,3,Icicle Crash,4,Fake Out,4,Low Kick,4",,461_Weavile_Dream.png,,False
542,#462,Magnezone,Electric,Steel,Ace,False,5,0,0,"Strength,2,5,Dexterity,2,4,Vitality,3,6,Special,3,7,Insight,2,5","Magnet Pull,Sturdy,Analytic","Supersonic,0,Tackle,0,Sonic Boom,0,Magnetic Flux,1,Thunder Shock,1,Electric Terrain,1,Flash Cannon,2,Screech,2,Thunder Wave,2,Magnet Bomb,2,Spark,2,Mirror Shot,2,Metal Sound,2,Electro Ball,2,Barrier,3,Mirror Coat,3,Discharge,3,Lock-On,3,Magnet Rise,3,Gyro Ball,3,Zap Cannon,3,Iron Defense,4,Gravity,4,Signal Beam,4",,462_Magnezone_Dream.png,,False
543,#463,Lickilicky,Normal,,Ace,False,5,0,0,"Strength,2,5,Dexterity,2,4,Vitality,3,6,Special,2,5,Insight,3,6","Own Tempo,Oblivious,Cloud Nine","Lick,0,Supersonic,1,Defense Curl,1,Knock Off,2,Wrap,2,Stomp,2,Disable,2,Slam,2,Rollout,3,Chip Away,3,Me First,3,Refresh,3,Screech,4,Power Whip,4,Wring Out,4",,463_Lickilicky_Dream.png,,False
544,#464,Rhyperior,Ground,Rock,Pro,False,6,0,0,"Strength,3,7,Dexterity,1,3,Vitality,3,7,Special,2,4,Insight,2,4","Lightning Rod,Solid Rock,Reckless","Tail Whip,0,Horn Attack,0,Stomp,1,Poison Jab,2,Fury Attack,2,Scary Face,2,Rock Blast,2,Chip Away,2,Take Down,2,Hammer Arm,2,Drill Run,2,Stone Edge,3,Earthquake,3,Horn Drill,3,Megahorn,3,Rock Wrecker,3,Guard Split,4,Smart Strike,4,Dragon Rush,4",,464_Rhyperior_Dream.png,,False
545,#465,Tangrowth,Grass,,Ace,False,5,0,0,"Strength,3,6,Dexterity,2,4,Vitality,3,7,Special,3,6,Insight,2,4","Chlorophyll,Leaf Guard,Regenerator","Block,0,Ingrain,0,Constrict,0,Sleep Powder,1,Vine Whip,1,Absorb,1,Poison Powder,2,Bind,2,Growth,2,Mega Drain,2,Knock Off,2,Stun Spore,2,Natural Gift,2,Slam,2,Ancient Power,2,Giga Drain,3,Tickle,3,Wring Out,3,Grassy Terrain,3,Power Whip,3,Nature Power,4,Confusion,4,Amnesia,4",,465_Tangrowth_Dream.png,,False
546,#466,Electivire,Electric,,Ace,False,5,0,0,"Strength,3,7,Dexterity,3,6,Vitality,2,4,Special,3,6,Insight,2,5","Motor Drive,Vital Spirit","Quick Attack,0,Ion Deluge,0,Leer,0,Electric Terrain,1,Low Kick,1,Thunder Shock,1,Fire Punch,2,Thunderbolt,2,Shock Wave,2,Thunder Wave,2,Electro Ball,2,Light Screen,2,Thunder Punch,2,Swift,2,Screech,3,Discharge,3,Thunder,3,Giga Impact,3,Hammer Arm,4,Ice Punch,4,Dual Chop,4",,466_Electivire_Dream.png,,False
547,#467,Magmortar,Fire,,Ace,False,5,0,0,"Strength,3,6,Dexterity,2,5,Vitality,2,4,Special,3,7,Insight,3,6","Flame Body,Vital Spirit","Leer,0,Smog,0,Smokescreen,1,Ember,1,Thunder Punch,2,Feint Attack,2,Fire Spin,2,Clear Smog,2,Flame Burst,2,Confuse Ray,2,Fire Punch,2,Flamethrower,2,Sunny Day,3,Lava Plume,3,Fire Blast,3,Hyper Beam,3,Dual Chop,4,Belly Drum,4,Heat Wave,4",,467_Magmortar_Dream.png,,False
548,#468,Togekiss,Fairy,Flying,Ace,False,5,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,7,Insight,3,6","Hustle,Serene Grace,Super Luck","After You,0,Extreme Speed,1,Sky Attack,2,Aura Sphere,2,Air Slash,2,Extrasensory,4,Lucky Chant,4,Water Pulse,4",,468_Togekiss_Dream.png,,False
549,#469,Yanmega,Bug,Flying,Ace,False,4,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,5,Special,3,6,Insight,2,4","Speed Boost,Compound Eyes,Frisk","Tackle,0,Foresight,0,Bug Bite,1,Double Team,1,Quick Attack,1,Slash,2,Sonic Boom,2,Detect,2,Supersonic,2,Uproar,2,Pursuit,2,Ancient Power,2,Feint,2,Night Slash,3,Screech,3,U-Turn,3,Air Slash,3,Bug Buzz,3,Giga Drain,4,Reversal,4,Tailwind,4",,469_Yanmega_Dream.png,,False
550,#470,Leafeon,Grass,,Amateur,False,4,0,0,"Strength,3,6,Dexterity,3,6,Vitality,3,7,Special,2,4,Insight,2,4","Leaf Guard,Chlorophyll","Tackle,0,Tail Whip,0,Helping Hand,0,Sand Attack,1,Razor Leaf,1,Quick Attack,2,Grass Whistle,2,Magical Leaf,2,Giga Drain,2,Swords Dance,2,Synthesis,2,Sunny Day,3,Last Resort,3,Leaf Blade,3,Wish,4,Seed Bomb,4,Flail,4",,470_Leafeon_Dream.png,,False
551,#471,Glaceon,Ice,,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,4,Vitality,3,6,Special,3,7,Insight,3,6","Snow Cloak,Ice Body","Tackle,0,Tail Whip,0,Helping Hand,0,Sand Attack,1,Icy Wind,1,Quick Attack,2,Bite,2,Ice Fang,2,Ice Shard,2,Barrier,2,Mirror Coat,2,Hail,3,Last Resort,3,Blizzard,3,Wish,4,Captivate,4,Fake Tears,4",,471_Glaceon_Dream.png,,False
552,#472,Gliscor,Ground,Flying,Ace,False,5,0,0,"Strength,3,6,Dexterity,3,6,Vitality,3,7,Special,2,4,Insight,2,5","Hyper Cutter,Sand Veil,Poison Heal","Sand Attack,0,Harden,0,Knock Off,1,Quick Attack,1,Thunder Fang,2,Fire Fang,2,Ice Fang,2,Poison Jab,2,Fury Cutter,2,Feint Attack,2,Acrobatics,2,Night Slash,2,U-Turn,2,Screech,3,X-Scissor,3,Sky Uppercut,3,Swords Dance,3,Guillotine,3,Agility,4,Metal Claw,4,Cross Poison,4",,472_Gliscor_Dream.png,,False
553,#473,Mamoswine,Ice,Ground,Ace,False,6,0,0,"Strength,3,7,Dexterity,2,5,Vitality,2,5,Special,2,5,Insight,2,4","Oblivious,Snow Cloak,Thick Fat","Peck,0,Odor Sleuth,0,Mud Sport,0,Powder Snow,1,Mud Slap,1,Scary Face,1,Ancient Power,2,Endure,2,Mud Bomb,2,Hail,2,Ice Fang,2,Take Down,2,Double Hit,2,Mist,3,Thrash,3,Earthquake,3,Blizzard,3,Fissure,4,Icicle Crash,4,Avalanche,4",,473_Mamoswine_Dream.png,,False
554,#474,Porygon-Z,Normal,,Ace,False,5,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,5,Special,3,7,Insight,2,5","Adaptability,Download,Analytic","Tackle,0,Conversion,0,Conversion 2,1,Psybeam,1,Nasty Plot,1,Trick Room,2,Agility,2,Recover,2,Magnet Rise,2,Signal Beam,2,Embargo,2,Discharge,2,Lock-On,2,Tri Attack,2,Magic Coat,3,Zap Cannon,3,Hyper Beam,3,Electroweb,4,Pain Split,4,Trick,4",,474_Porygon-Z_Dream.png,,False
555,#475,Gallade,Psychic,Fighting,Ace,False,5,0,0,"Strength,3,7,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,3,6","Steadfast,Justified","Leer,0,Confusion,0,Double Team,1,Teleport,1,Quick Guard,1,False Swipe,2,Feint,2,Fury Cutter,2,Wide Guard,2,Slash,2,Heal Pulse,2,Swords Dance,2,Psycho Cut,2,Helping Hand,2,Leaf Blade,3,Night Slash,3,Protect,3,Close Combat,3,Stored Power,3,Shadow Sneak,4,Thunder Punch,4,Drain Punch,4",,475_Gallade_Dream.png,,False
556,#475M,Mega-Gallade,Psychic,Fighting,Pro,False,6,0,0,"Strength,4,8,Dexterity,3,6,Vitality,3,6,Special,2,4,Insight,3,6",Inner Focus,"Leer,0,Confusion,0,Double Team,1,Teleport,1,Quick Guard,1,False Swipe,2,Feint,2,Fury Cutter,2,Wide Guard,2,Slash,2,Heal Pulse,2,Swords Dance,2,Psycho Cut,2,Helping Hand,2,Leaf Blade,3,Night Slash,3,Protect,3,Close Combat,3,Stored Power,3,Shadow Sneak,4,Thunder Punch,4,Drain Punch,4",,475M_Gallade_Mega_Dream.png,,False
557,#476,Probopass,Rock,Steel,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,4,8,Special,2,5,Insight,4,8","Sturdy,Magnet Pull,Sand Force","Tackle,0,Block,0,Iron Defense,1,Magnet Bomb,1,Tri Attack,2,Magnetic Flux,2,Magnet Rise,2,Gravity,2,Wide Guard,2,Thunder Wave,2,Rock Blast,2,Rest,2,Spark,2,Rock Slide,2,Power Gem,2,Sandstorm,2,Discharge,3,Earth Power,3,Stone Edge,3,Lock-On,3,Zap Cannon,3,Endure,4,Iron Head,4,Ancient Power,4",,476_Probopass_Dream.png,,False
558,#477,Dusknoir,Ghost,,Ace,False,4,0,0,"Strength,3,6,Dexterity,2,4,Vitality,3,7,Special,2,4,Insight,3,7","Pressure,Frisk","Bind,0,Leer,0,Night Shade,1,Disable,1,Foresight,1,Shadow Punch,2,Fire Punch,2,Ice Punch,2,Thunder Punch,2,Astonish,2,Confuse Ray,2,Shadow Sneak,2,Pursuit,2,Curse,2,Will-O-Wisp,2,Gravity,3,Hex,3,Shadow Ball,3,Mean Look,3,Payback,3,Future Sight,3,Imprison,4,Ominous Wind,4,Sucker Punch,4",,477_Dusknoir_Dream.png,,False
559,#478,Froslass,Ice,Ghost,Ace,False,4,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,5,Special,2,5,Insight,2,5","Snow Cloak,Cursed Body","Leer,0,Powder Snow,0,Ice Shard,1,Double Team,1,Astonish,1,Confuse Ray,2,Icy Wind,2,Draining Kiss,2,Ominous Wind,2,Wake-Up Slap,2,Will-O-Wisp,2,Destiny Bond,2,Captivate,2,Blizzard,3,Hail,3,Spite,4,Aurora Veil,4,Weather Ball,4",,478_Froslass_Dream.png,,False
560,#479,Rotom,Electric,Ghost,Ace,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,5,Special,3,6,Insight,2,5",Levitate,"Thunder Wave,0,Astonish,0,Confuse Ray,1,Thunder Shock,1,Uproar,1,Trick,2,Double Team,2,Shock Wave,2,Ominous Wind,2,Substitute,2,Electro Ball,2,Hex,3,Charge,3,Discharge,3",,479_Rotom_Fan_Rotom_Dream.png,,False
561,#479,Rotom Heat,Electric,Fire,Ace,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6",Levitate,"Thunder Wave,0,Astonish,0,Confuse Ray,1,Thunder Shock,1,Uproar,1,Trick,2,Double Team,2,Shock Wave,2,Ominous Wind,2,Substitute,2,Electro Ball,2,Hex,3,Charge,3,Discharge,3,Overheat,4",,479_Rotom_Fan_Rotom_Dream.png,,False
562,#479,Rotom Fan,Electric,Flying,Ace,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6",Levitate,"Thunder Wave,0,Astonish,0,Confuse Ray,1,Thunder Shock,1,Uproar,1,Trick,2,Double Team,2,Shock Wave,2,Ominous Wind,2,Substitute,2,Electro Ball,2,Hex,3,Charge,3,Discharge,3,Air Slash,4",,479_Rotom_Fan_Rotom_Dream.png,,False
563,#479,Rotom Mow,Electric,Grass,Ace,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6",Levitate,"Thunder Wave,0,Astonish,0,Confuse Ray,1,Thunder Shock,1,Uproar,1,Trick,2,Double Team,2,Shock Wave,2,Ominous Wind,2,Substitute,2,Electro Ball,2,Hex,3,Charge,3,Discharge,3,Leaf Storm,4",,479_Rotom_Fan_Rotom_Dream.png,,False
564,#479,Rotom Frost,Electric,Ice,Ace,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6",Levitate,"Thunder Wave,0,Astonish,0,Confuse Ray,1,Thunder Shock,1,Uproar,1,Trick,2,Double Team,2,Shock Wave,2,Ominous Wind,2,Substitute,2,Electro Ball,2,Hex,3,Charge,3,Discharge,3,Blizzard,4",,479_Rotom_Fan_Rotom_Dream.png,,False
565,#479,Rotom Wash,Electric,Water,Ace,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6",Levitate,"Thunder Wave,0,Astonish,0,Confuse Ray,1,Thunder Shock,1,Uproar,1,Trick,2,Double Team,2,Shock Wave,2,Ominous Wind,2,Substitute,2,Electro Ball,2,Hex,3,Charge,3,Discharge,3,Hydro Pump,4",,479_Rotom_Fan_Rotom_Dream.png,,False
566,#479,Rotom Dex,Electric,,Ace,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6",Levitate,"Thunder Wave,0,Astonish,0,Confuse Ray,1,Thunder Shock,1,Uproar,1,Trick,2,Double Team,2,Shock Wave,2,Ominous Wind,2,Substitute,2,Electro Ball,2,Hex,3,Charge,3,Discharge,3,Light Screen,4",,479_Rotom_Fan_Rotom_Dream.png,,False
