ID,Moves,Ranks
513,"Tackle,Confusion,Hypnosis,Imprison,Confuse Ray,Psywave,Iron Defense,Feint Attack,Safeguard,Future Sight,Metal Sound,Gyro Ball,Extrasensory,Payback,Heal Block,Heavy Slam,Stealth Rock,Ancient Power,Signal Beam","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
514,"Sunny Day,Rain Dance,Tackle,Confusion,Hypnosis,Imprison,Confuse Ray,Psywave,Iron Defense,Feint Attack,Safeguard,Future Sight,Metal Sound,Block,Gyro Ball,Extrasensory,Payback,Heal Block,Heavy Slam,Ancient Power,Iron Head,Skill Swap","0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
515,"Fake Tears,Copycat,Flail,Low Kick,Rock Throw,Mimic,Feint Attack,Rock Tomb,Tearful Look,Block,Rock Slide,Counter,Sucker Punch,Double-Edge,Sand Tomb,Rest,Foul Play","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
516,"Tickle,Barrier,Confusion,Copycat,Meditate,Double Slap,Mimic,Encore,Light Screen,Reflect,Psybeam,Substitute,Trick,Recycle,Psychic,Role Play,Baton Pass,Safeguard,Teeter Dance,Nasty Plot,Wake-Up Slap","0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
517,"Pound,Charm,Copycat,Refresh,Sweet Kiss,Helping Hand,Present,Drain Punch","0,0,1,1,2,4,4,4"
518,"Confide,Taunt,Peck,Growl,Mirror Move,Chatter,Hyper Voice,Sing,Fury Attack,Round,Mimic,Echoed Voice,Roost,Uproar,Synchronoise,Feather Dance,Agility,Boomburst,Nasty Plot","0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
519,"Curse,Pursuit,Confuse Ray,Spite,Shadow Sneak,Feint Attack,Hypnosis,Dream Eater,Ominous Wind,Sucker Punch,Nasty Plot,Dark Pulse,Memento,Destiny Bond,Telekinesis,Imprison","0,0,0,0,1,1,2,2,2,2,2,2,3,4,4,4"
520,"Tackle,Sand Attack,Dragon Rage,Sandstorm,Take Down,Sand Tomb,Slash,Dragon Claw,Dig,Dragon Rush,Scary Face,Draco Meteor,Iron Head","0,1,1,2,2,2,2,2,2,3,4,4,4"
521,"Tackle,Sand Attack,Dragon Rage,Sandstorm,Take Down,Sand Tomb,Dual Chop,Slash,Dragon Claw,Dig,Dragon Rush,Scary Face,Metal Claw,Draco Meteor","1,1,2,2,2,2,2,2,2,3,3,4,4,4"
522,"Tackle,Dragon Rage,Sand Attack,Sandstorm,Fire Fang,Take Down,Sand Tomb,Dual Chop,Slash,Dragon Claw,Dig,Crunch,Dragon Rush,Draco Meteor,Aqua Tail,Outrage","0,1,1,2,2,2,2,2,2,2,2,2,3,4,4,4"
523,"Tackle,Dragon Rage,Sand Attack,Sandstorm,Fire Fang,Take Down,Sand Tomb,Dual Chop,Slash,Dragon Claw,Dig,Crunch,Dragon Rush,Draco Meteor,Aqua Tail,Outrage","0,1,1,2,2,2,2,2,2,2,2,2,3,4,4,4"
524,"Snatch,Lick,Tackle,Odor Sleuth,Metronome,Defense Curl,Amnesia,Chip Away,Screech,Body Slam,Stockpile,Swallow,Rollout,Fling,Belly Drum,Natural Gift,Last Resort,Charm,Belch,Zen Headbutt","0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
525,"Foresight,Quick Attack,Endure,Counter,Feint,Force Palm,Copycat,Screech,Reversal,Nasty Plot,Final Gambit,Blaze Kick,Agility,Aura Sphere","0,0,0,1,1,2,2,2,2,3,3,4,4,4"
526,"Laser Focus,Quick Attack,Foresight,Metal Claw,Detect,Feint,Counter,Swords Dance,Power-Up Punch,Bone Rush,Metal Sound,Me First,Quick Guard,Work Up,Aura Sphere,Calm Mind,Heal Pulse,Close Combat,Dragon Pulse,Extreme Speed,Iron Defense,Vacuum Wave","0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
527,"Laser Focus,Quick Attack,Foresight,Metal Claw,Detect,Feint,Counter,Swords Dance,Power-Up Punch,Bone Rush,Metal Sound,Me First,Quick Guard,Work Up,Aura Sphere,Calm Mind,Heal Pulse,Close Combat,Dragon Pulse,Extreme Speed,Iron Defense,Vacuum Wave","0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
528,"Tackle,Sand Attack,Bite,Yawn,Take Down,Dig,Sand Tomb,Crunch,Earthquake,Double-Edge,Fissure,Stockpile,Slack Off,Water Pulse","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
529,"Sand Attack,Tackle,Yawn,Bite,Ice Fang,Fire Fang,Thunder Fang,Take Down,Dig,Sand Tomb,Crunch,Earthquake,Double-Edge,Fissure,Slack Off,Iron Head,Revenge","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
530,"Bite,Poison Sting,Leer,Knock Off,Pin Missile,Acupressure,Pursuit,Bug Bite,Poison Fang,Venoshock,Hone Claws,Toxic Spikes,Night Slash,Scary Face,Crunch,Fell Stinger,Cross Poison,Agility,Aqua Tail,Poison Tail","0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
531,"Leer,Bite,Poison Sting,Pin Missile,Knock Off,Ice Fang,Fire Fang,Thunder Fang,Acupressure,Pursuit,Bug Bite,Poison Fang,Venoshock,Hone Claws,Toxic Spikes,Night Slash,Scary Face,Crunch,Fell Stinger,Cross Poison,Agility,Aqua Tail,Poison Tail","0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
532,"Astonish,Mud Slap,Poison Sting,Taunt,Pursuit,Feint Attack,Revenge,Swagger,Mud Bomb,Sucker Punch,Venoshock,Nasty Plot,Poison Jab,Sludge Bomb,Belch,Flatter,Fake Out,Drain Punch,Quick Guard","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
533,"Astonish,Mud Slap,Poison Sting,Taunt,Pursuit,Feint Attack,Revenge,Swagger,Mud Bomb,Sucker Punch,Venoshock,Nasty Plot,Poison Jab,Sludge Bomb,Belch,Flatter,Fake Out,Drain Punch,Dual Chop","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
534,"Bind,Growth,Bite,Vine Whip,Sweet Scent,Ingrain,Feint Attack,Leaf Tornado,Stockpile,Spit Up,Swallow,Crunch,Wring Out,Power Whip,Rage Powder,Gastro Acid,Seed Bomb","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
535,"Pound,Water Gun,Attract,Rain Dance,Gust,Water Pulse,Captivate,Safeguard,Aqua Ring,Whirlpool,U-Turn,Bounce,Silver Wind,Soak,Agility,Sweet Kiss,Aurora Beam","0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
536,"Pound,Water Gun,Attract,Gust,Rain Dance,Water Pulse,Captivate,Safeguard,Aqua Ring,Whirlpool,U-Turn,Bounce,Silver Wind,Soak,Agility,Brine,Aurora Beam","0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
537,"Tackle,Bubble,Supersonic,Bubble Beam,Confuse Ray,Wing Attack,Headbutt,Water Pulse,Wide Guard,Take Down,Agility,Air Slash,Aqua Ring,Bounce,Hydro Pump,Twister,Helping Hand,Tailwind","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
538,"Powder Snow,Leer,Razor Leaf,Icy Wind,Grass Whistle,Swagger,Mist,Ice Shard,Ingrain,Wood Hammer,Blizzard,Sheer Cold,Growth,Seed Bomb,Water Pulse","0,0,1,1,2,2,2,2,2,3,3,3,4,4,4"
539,"Leer,Powder Snow,Ice Punch,Razor Leaf,Icy Wind,Grass Whistle,Swagger,Mist,Ice Shard,Ingrain,Wood Hammer,Blizzard,Sheer Cold,Growth,Avalanche,Outrage","0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
540,"Leer,Powder Snow,Ice Punch,Razor Leaf,Icy Wind,Grass Whistle,Swagger,Mist,Ice Shard,Ingrain,Wood Hammer,Blizzard,Sheer Cold,Growth,Avalanche,Outrage","0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
541,"Leer,Scratch,Taunt,Feint Attack,Embargo,Quick Attack,Assurance,Revenge,Icy Wind,Fury Swipes,Nasty Plot,Metal Claw,Hone Claws,Fling,Screech,Night Slash,Snatch,Punishment,Dark Pulse,Icicle Crash,Fake Out,Low Kick","0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
542,"Supersonic,Tackle,Sonic Boom,Magnetic Flux,Thunder Shock,Electric Terrain,Flash Cannon,Screech,Thunder Wave,Magnet Bomb,Spark,Mirror Shot,Metal Sound,Electro Ball,Barrier,Mirror Coat,Discharge,Lock-On,Magnet Rise,Gyro Ball,Zap Cannon,Iron Defense,Gravity,Signal Beam","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4"
543,"Lick,Supersonic,Defense Curl,Knock Off,Wrap,Stomp,Disable,Slam,Rollout,Chip Away,Me First,Refresh,Screech,Power Whip,Wring Out","0,1,1,2,2,2,2,2,3,3,3,3,4,4,4"
544,"Tail Whip,Horn Attack,Stomp,Poison Jab,Fury Attack,Scary Face,Rock Blast,Chip Away,Take Down,Hammer Arm,Drill Run,Stone Edge,Earthquake,Horn Drill,Megahorn,Rock Wrecker,Guard Split,Smart Strike,Dragon Rush","0,0,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
545,"Block,Ingrain,Constrict,Sleep Powder,Vine Whip,Absorb,Poison Powder,Bind,Growth,Mega Drain,Knock Off,Stun Spore,Natural Gift,Slam,Ancient Power,Giga Drain,Tickle,Wring Out,Grassy Terrain,Power Whip,Nature Power,Confusion,Amnesia","0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
546,"Quick Attack,Ion Deluge,Leer,Electric Terrain,Low Kick,Thunder Shock,Fire Punch,Thunderbolt,Shock Wave,Thunder Wave,Electro Ball,Light Screen,Thunder Punch,Swift,Screech,Discharge,Thunder,Giga Impact,Hammer Arm,Ice Punch,Dual Chop","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
547,"Leer,Smog,Smokescreen,Ember,Thunder Punch,Feint Attack,Fire Spin,Clear Smog,Flame Burst,Confuse Ray,Fire Punch,Flamethrower,Sunny Day,Lava Plume,Fire Blast,Hyper Beam,Dual Chop,Belly Drum,Heat Wave","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
548,"After You,Extreme Speed,Sky Attack,Aura Sphere,Air Slash,Extrasensory,Lucky Chant,Water Pulse","0,1,2,2,2,4,4,4"
549,"Tackle,Foresight,Bug Bite,Double Team,Quick Attack,Slash,Sonic Boom,Detect,Supersonic,Uproar,Pursuit,Ancient Power,Feint,Night Slash,Screech,U-Turn,Air Slash,Bug Buzz,Giga Drain,Reversal,Tailwind","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
550,"Tackle,Tail Whip,Helping Hand,Sand Attack,Razor Leaf,Quick Attack,Grass Whistle,Magical Leaf,Giga Drain,Swords Dance,Synthesis,Sunny Day,Last Resort,Leaf Blade,Wish,Seed Bomb,Flail","0,0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
551,"Tackle,Tail Whip,Helping Hand,Sand Attack,Icy Wind,Quick Attack,Bite,Ice Fang,Ice Shard,Barrier,Mirror Coat,Hail,Last Resort,Blizzard,Wish,Captivate,Fake Tears","0,0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
552,"Sand Attack,Harden,Knock Off,Quick Attack,Thunder Fang,Fire Fang,Ice Fang,Poison Jab,Fury Cutter,Feint Attack,Acrobatics,Night Slash,U-Turn,Screech,X-Scissor,Sky Uppercut,Swords Dance,Guillotine,Agility,Metal Claw,Cross Poison","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
553,"Peck,Odor Sleuth,Mud Sport,Powder Snow,Mud Slap,Scary Face,Ancient Power,Endure,Mud Bomb,Hail,Ice Fang,Take Down,Double Hit,Mist,Thrash,Earthquake,Blizzard,Fissure,Icicle Crash,Avalanche","0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
554,"Tackle,Conversion,Conversion 2,Psybeam,Nasty Plot,Trick Room,Agility,Recover,Magnet Rise,Signal Beam,Embargo,Discharge,Lock-On,Tri Attack,Magic Coat,Zap Cannon,Hyper Beam,Electroweb,Pain Split,Trick","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
555,"Leer,Confusion,Double Team,Teleport,Quick Guard,False Swipe,Feint,Fury Cutter,Wide Guard,Slash,Heal Pulse,Swords Dance,Psycho Cut,Helping Hand,Leaf Blade,Night Slash,Protect,Close Combat,Stored Power,Shadow Sneak,Thunder Punch,Drain Punch","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
556,"Leer,Confusion,Double Team,Teleport,Quick Guard,False Swipe,Feint,Fury Cutter,Wide Guard,Slash,Heal Pulse,Swords Dance,Psycho Cut,Helping Hand,Leaf Blade,Night Slash,Protect,Close Combat,Stored Power,Shadow Sneak,Thunder Punch,Drain Punch","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
557,"Tackle,Block,Iron Defense,Magnet Bomb,Tri Attack,Magnetic Flux,Magnet Rise,Gravity,Wide Guard,Thunder Wave,Rock Blast,Rest,Spark,Rock Slide,Power Gem,Sandstorm,Discharge,Earth Power,Stone Edge,Lock-On,Zap Cannon,Endure,Iron Head,Ancient Power","0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
558,"Bind,Leer,Night Shade,Disable,Foresight,Shadow Punch,Fire Punch,Ice Punch,Thunder Punch,Astonish,Confuse Ray,Shadow Sneak,Pursuit,Curse,Will-O-Wisp,Gravity,Hex,Shadow Ball,Mean Look,Payback,Future Sight,Imprison,Ominous Wind,Sucker Punch","0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
559,"Leer,Powder Snow,Ice Shard,Double Team,Astonish,Confuse Ray,Icy Wind,Draining Kiss,Ominous Wind,Wake-Up Slap,Will-O-Wisp,Destiny Bond,Captivate,Blizzard,Hail,Spite,Aurora Veil,Weather Ball","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4"
560,"Thunder Wave,Astonish,Confuse Ray,Thunder Shock,Uproar,Trick,Double Team,Shock Wave,Ominous Wind,Substitute,Electro Ball,Hex,Charge,Discharge","0,0,1,1,1,2,2,2,2,2,2,3,3,3"
561,"Thunder Wave,Astonish,Confuse Ray,Thunder Shock,Uproar,Trick,Double Team,Shock Wave,Ominous Wind,Substitute,Electro Ball,Hex,Charge,Discharge,Overheat","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4"
562,"Thunder Wave,Astonish,Confuse Ray,Thunder Shock,Uproar,Trick,Double Team,Shock Wave,Ominous Wind,Substitute,Electro Ball,Hex,Charge,Discharge,Air Slash","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4"
563,"Thunder Wave,Astonish,Confuse Ray,Thunder Shock,Uproar,Trick,Double Team,Shock Wave,Ominous Wind,Substitute,Electro Ball,Hex,Charge,Discharge,Leaf Storm","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4"
564,"Thunder Wave,Astonish,Confuse Ray,Thunder Shock,Uproar,Trick,Double Team,Shock Wave,Ominous Wind,Substitute,Electro Ball,Hex,Charge,Discharge,Blizzard","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4"
565,"Thunder Wave,Astonish,Confuse Ray,Thunder Shock,Uproar,Trick,Double Team,Shock Wave,Ominous Wind,Substitute,Electro Ball,Hex,Charge,Discharge,Hydro Pump","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4"
566,"Thunder Wave,Astonish,Confuse Ray,Thunder Shock,Uproar,Trick,Double Team,Shock Wave,Ominous Wind,Substitute,Electro Ball,Hex,Charge,Discharge,Light Screen","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4"
567,"Memento,Natural Gift,Flail,Rest,Confusion,Imprison,Endure,Swift,Yawn,Future Sight,Amnesia,Extrasensory,Foul Play,Hidden Power,Psych Up,Trick Room,Magic Room,Wonder Room","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
568,"Healing Wish,Natural Gift,Copycat,Rest,Confusion,Imprison,Protect,Swift,Lucky Chant,Future Sight,Charm,Extrasensory,Helping Hand,Hidden Power,Psych Up,Role Play,Knock Off,Trick","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
569,"Last Resort,Natural Gift,Flail,Rest,Confusion,Imprison,Detect,Swift,Uproar,Future Sight,Nasty Plot,Extrasensory,Explosion,Hidden Power,Swords Dance,Stealth Rock,Skill Swap,Zen Headbutt","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
570,"Dragon Breath,Scary Face,Metal Claw,Ancient Power,Slash,Power Gem,Metal Burst,Dragon Claw,Earth Power,Aura Sphere,Iron Tail,Roar of Time,Flash Cannon,Hidden Power,Psych Up,Trick Room,Dragon Pulse,Iron Defense","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
571,"Dragon Breath,Scary Face,Water Pulse,Ancient Power,Slash,Power Gem,Aqua Tail,Dragon Claw,Earth Power,Aura Sphere,Hyper Voice,Spacial Rend,Hydro Pump,Hidden Power,Psych Up,Gravity,Dragon Pulse,Liquidation","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
572,"Ancient Power,Leer,Fire Fang,Metal Sound,Crunch,Scary Face,Lava Plume,Fire Spin,Iron Head,Earth Power,Heat Wave,Stone Edge,Magma Storm,Iron Defense,Sunny Day,Stomping Tantrum,Dragon Pulse,Uproar","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
573,"Heavy Slam,Crush Grip,Fire Punch,Ice Punch,Thunder Punch,Dizzy Punch,Knock Off,Confuse Ray,Foresight,Revenge,Wide Guard,Zen Headbutt,Payback,Hidden Power,Psych Up,Giga Impact,Substitute,Strength,Superpower,Nature Power","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
574,"Dragon Breath,Scary Face,Ominous Wind,Ancient Power,Slash,Shadow Sneak,Destiny Bond,Dragon Claw,Earth Power,Aura Sphere,Shadow Claw,Shadow Force,Hex,Hidden Power,Psych Up,Spite,Pain Split,Outrage,Draco Meteor,Gravity","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
575,"Lunar Dance,Psycho Shift,Psycho Cut,Moonlight,Confusion,Double Team,Safeguard,Mist,Aurora Beam,Future Sight,Slash,Psychic,Moonblast,Rest,Captivate,Calm Mind,Protect,Magic Coat,Light Screen,Reflect","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
576,"Bubble,Water Sport,Charm,Supersonic,Bubble Beam,Acid Armor,Whirlpool,Water Pulse,Aqua Ring,Dive,Rain Dance,Surf,Helping Hand,Heal Bell,Last Resort","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
577,"Tail Glow,Bubble,Water Sport,Charm,Supersonic,Bubble Beam,Acid Armor,Whirlpool,Water Pulse,Aqua Ring,Dive,Rain Dance,Surf,Heart Swap,Liquidation,Icy Wind,Bounce","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
578,"Ominous Wind,Disable,Quick Attack,Hypnosis,Feint Attack,Nightmare,Double Team,Haze,Dark Void,Nasty Plot,Dream Eater,Dark Pulse,Torment,Wonder Room,Foul Play,Spite","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
579,"Growth,Magical Leaf,Leech Seed,Synthesis,Sweet Scent,Natural Gift,Worry Seed,Aromatherapy,Energy Ball,Sweet Kiss,Healing Wish,Seed Flare,Earth Power,Endeavor,Giga Drain,Zen Headbutt","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
580,"Growth,Magical Leaf,Leech Seed,Synthesis,Sweet Scent,Natural Gift,Worry Seed,Air Slash,Energy Ball,Sweet Kiss,Leaf Storm,Seed Flare,Endeavor,Zen Headbutt,Giga Drain,Tailwind","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
581,"Seismic Toss,Cosmic Power,Natural Gift,Punishment,Gravity,Earth Power,Hyper Voice,Extreme Speed,Refresh,Future Sight,Recover,Hyper Beam,Perish Song,Judgement,Sunsteel Strike,Infestation,Zap Cannon,Draco Meteor,Light of Ruin,Inferno,Hurricane,Phantom Force,Frenzy Plant,Detect,Sheer Cold,Sludge Wave,Ancient Power,Origin Pulse","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
582,"Searing Shot,Focus Energy,Confusion,Incinerate,Quick Attack,Endure,Headbutt,Flame Charge,Reversal,Flame Burst,Zen Headbutt,Inferno,Double-Edge,Flare Blitz,Final Gambit,Stored Power,Overheat,Trick,Shock Wave,V-Create","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
583,"Tackle,Leer,Vine Whip,Wrap,Growth,Leaf Tornado,Leech Seed,Mega Drain,Slam,Leaf Blade,Coil,Giga Drain,Wring Out,Gastro Acid,Leaf Storm,Grass Pledge,Synthesis,Twister","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
584,"Tackle,Leer,Vine Whip,Wrap,Growth,Leaf Tornado,Leech Seed,Mega Drain,Slam,Leaf Blade,Coil,Giga Drain,Wring Out,Gastro Acid,Leaf Storm,Grass Pledge,Synthesis,Twister","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
585,"Tackle,Leer,Vine Whip,Wrap,Growth,Leaf Tornado,Leech Seed,Mega Drain,Slam,Leaf Blade,Coil,Giga Drain,Wring Out,Gastro Acid,Leaf Storm,Grass Pledge,Synthesis,Dragon Pulse","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
586,"Tail Whip,Tackle,Odor Sleuth,Ember,Defense Curl,Flame Charge,Smog,Rollout,Take Down,Heat Crash,Assurance,Flamethrower,Head Smash,Roar,Flare Blitz,Fire Pledge,Body Slam,Sucker Punch","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
587,"Tail Whip,Tackle,Odor Sleuth,Ember,Defense Curl,Flame Charge,Arm Thrust,Smog,Rollout,Take Down,Heat Crash,Assurance,Flamethrower,Head Smash,Roar,Flare Blitz,Fire Pledge,Body Slam,Sucker Punch","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
588,"Tail Whip,Tackle,Odor Sleuth,Ember,Roar,Defense Curl,Flame Charge,Arm Thrust,Smog,Rollout,Take Down,Heat Crash,Assurance,Flamethrower,Head Smash,Hammer Arm,Flare Blitz,Blast Burn,Heavy Slam,Thunder Punch","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
589,"Tackle,Tail Whip,Water Gun,Water Sport,Focus Energy,Razor Shell,Fury Cutter,Water Pulse,Revenge,Aqua Jet,Encore,Aqua Tail,Retaliate,Swords Dance,Hydro Pump,Water Pledge,Air Slash,Detect","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
590,"Tackle,Tail Whip,Water Gun,Water Sport,Focus Energy,Razor Shell,Fury Cutter,Water Pulse,Revenge,Aqua Jet,Encore,Aqua Tail,Retaliate,Swords Dance,Hydro Pump,Water Pledge,Air Slash,Detect","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
591,"Tail Whip,Tackle,Water Sport,Water Gun,Encore,Focus Energy,Razor Shell,Fury Cutter,Water Pulse,Revenge,Aqua Jet,Slash,Megahorn,Aqua Tail,Retaliate,Swords Dance,Hydro Pump,Hydro Cannon,Night Slash,Smart Strike","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
592,"Tackle,Leer,Bite,Bide,Detect,Sand Attack,Crunch,Hypnosis,Super Fang,After You,Work Up,Focus Energy,Mean Look,Hyper Fang,Nasty Plot,Baton Pass,Slam,Screech,Seed Bomb,Aqua Tail","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
593,"Leer,Tackle,Low Kick,Bite,Detect,Bide,Rototiller,Sand Attack,Crunch,Hypnosis,Confuse Ray,Super Fang,After You,Psych Up,Focus Energy,Mean Look,Hyper Fang,Nasty Plot,Baton Pass,Slam,Fire Punch,Thunder Punch,Revenge","0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
594,"Leer,Tackle,Odor Sleuth,Bite,Baby-Doll Eyes,Helping Hand,Take Down,Work Up,Crunch,Roar,Retaliate,Reversal,Last Resort,Giga Impact,Play Rough,Lick,Endure,Yawn","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
595,"Leer,Tackle,Odor Sleuth,Bite,Helping Hand,Take Down,Work Up,Crunch,Roar,Retaliate,Reversal,Last Resort,Giga Impact,Play Rough,Lick,Endure,Yawn","0,0,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4"
596,"Tackle,Leer,Bite,Odor Sleuth,Ice Fang,Fire Fang,Thunder Fang,Helping Hand,Take Down,Work Up,Crunch,Roar,Retaliate,Reversal,Last Resort,Giga Impact,Play Rough,Psychic Fangs,Iron Head,Superpower","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
597,"Scratch,Growl,Assist,Sand Attack,Fury Swipes,Pursuit,Torment,Fake Out,Hone Claws,Assurance,Slash,Captivate,Snatch,Night Slash,Nasty Plot,Sucker Punch,Play Rough,Trick,Fake Tears,Pay Day","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
598,"Scratch,Growl,Assist,Sand Attack,Fury Swipes,Pursuit,Torment,Fake Out,Hone Claws,Assurance,Slash,Taunt,Snatch,Night Slash,Nasty Plot,Sucker Punch,Play Rough,Charm,Fake Tears,Trick","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
599,"Scratch,Play Nice,Leer,Lick,Vine Whip,Fury Swipes,Leech Seed,Bite,Seed Bomb,Torment,Fling,Acrobatics,Grass Knot,Recycle,Natural Gift,Crunch,Grass Whistle,Nasty Plot,Giga Drain","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
600,"Leer,Lick,Fury Swipes,Seed Bomb,Synthesis,Disarming Voice,Gunk Shot","1,1,2,3,4,4,4"
601,"Scratch,Play Nice,Leer,Lick,Incinerate,Fury Swipes,Yawn,Bite,Flame Burst,Amnesia,Fling,Acrobatics,Fire Blast,Natural Gift,Crunch,Nasty Plot,Fire Spin,Disarming Voice","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
602,"Leer,Lick,Fury Swipes,Flame Burst,Gunk Shot,Superpower,Heat Wave","1,1,2,3,4,4,4"
603,"Scratch,Play Nice,Leer,Lick,Water Gun,Fury Swipes,Water Sport,Bite,Scald,Taunt,Fling,Acrobatics,Brine,Recycle,Natural Gift,Crunch,Nasty Plot,Aqua Tail,Disarming Voice","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
604,"Leer,Lick,Fury Swipes,Scald,Aqua Ring,Hydro Pump,Gunk Shot","1,1,2,3,4,4,4"
